node0,hidden0to6,hidden0to8,hidden0to2,hidden0to3,hidden0to9,hidden0to5,hidden0to1,hidden0to4,hidden0to7,node1,hidden1to8,hidden1to2,hidden1to5,hidden1to7,hidden1to4,hidden1to6,hidden1to9,hidden1to3,node2,hidden2to5,hidden2to3,hidden2to8,hidden2to9,hidden2to4,hidden2to6,hidden2to7,node3,hidden3to5,hidden3to7,hidden3to8,hidden3to6,hidden3to9,hidden3to4,node4,hidden4to6,hidden4to7,hidden4to8,hidden4to5,hidden4to9,node5,hidden5to6,hidden5to7,hidden5to8,hidden5to9,node6,hidden6to9,hidden6to7,hidden6to8,node7,hidden7to8,hidden7to9,node8,hidden8to9,node9
state0,state0,state1,state0,state0,*,state0,*,state0,state1,state0,*,state0,state0,*,state1,state0,state0,state0,state0,state1,state1,*,state0,*,state1,state1,state0,state0,state0,*,*,state1,state0,state1,*,state1,*,state1,state0,state1,state1,state0,state0,state0,state1,state1,state0,state0,state1,state0,state0,state1,state1,*
state0,state0,state0,state1,state1,state0,state0,*,*,state1,state1,state1,state0,*,state0,state0,state1,state0,state0,*,state1,state1,state1,state0,state0,*,state1,state1,state1,state0,*,state1,state0,state1,state1,state1,state0,*,state0,state0,state0,state1,*,state0,state1,state1,*,state0,state0,*,state0,*,*,state1,state1
state0,state0,state1,*,*,state1,state0,state0,state1,state1,state1,state1,state0,state0,state1,state0,state1,state0,state0,state0,state1,state1,*,state0,state0,state1,state1,state0,state1,*,state0,state1,state1,state0,state0,state0,state1,*,state0,state0,state1,state1,*,state1,state1,state1,state1,*,state0,state1,*,state0,state1,state1,*
state1,*,state1,state1,state1,state0,*,state0,state1,state1,state1,state1,state0,state0,state0,state1,*,state0,state0,state1,state1,state1,state1,state0,state0,state1,*,state0,state1,state1,state0,state1,state0,state1,state0,state1,state1,state1,state0,state1,state0,state1,state0,state0,state1,*,state1,state1,state1,state0,state0,*,state0,state1,*
state1,state1,state0,state1,state1,state0,state0,state1,*,*,*,state1,*,state0,state0,state1,state1,state1,state0,*,state0,*,*,state0,state0,state1,state1,state0,*,*,state1,state1,state0,state1,state1,state1,state1,state1,*,*,state0,state1,state0,*,state0,state1,state1,state1,*,state0,state0,*,state0,state1,state1
state0,*,state0,state1,state1,state1,state0,state1,*,state1,state1,state1,state0,state0,state0,state1,*,state0,state0,*,state1,state1,state1,state0,state0,state1,state1,state0,state1,state0,state0,state1,state0,state1,state0,state0,state0,state0,state0,state1,*,state1,state0,state1,state0,state0,state1,state1,*,state0,*,*,*,state1,state1
state0,state0,state0,*,state1,state1,state1,state0,*,state1,state0,state1,state0,state1,*,*,*,state0,state0,state0,state1,state1,state1,state0,state0,state1,state1,state1,state0,state1,state1,state1,state0,state0,state0,state1,*,state1,state0,state0,*,state1,state0,state1,state0,state1,state1,state1,*,*,state0,state0,state1,state0,state1
state1,*,state1,state1,state1,state0,state0,state1,state1,state1,state0,state1,state0,*,state0,state1,state1,state0,state0,state1,state1,state1,state1,*,*,state0,state0,state0,*,state0,*,state1,state0,state1,state1,state1,state1,state1,state0,state1,state0,*,*,state1,state0,state1,state0,*,state1,*,state0,state0,state1,state1,*
state1,state1,state1,state1,state1,state0,state1,state0,*,state0,*,state1,state0,*,state0,state1,state0,state1,state0,state0,state1,state1,state1,state1,*,state1,*,state1,state0,*,state1,state1,state1,state1,state1,state1,state1,state0,state0,*,state1,state1,state0,state0,state0,state1,state1,state1,state0,state1,*,*,state0,state0,state0
state1,state1,*,state1,state1,state0,*,state1,state1,*,state1,state0,state0,state0,state0,state1,state1,state1,state0,state0,*,state0,state1,state0,state0,state0,state0,*,*,state1,state0,*,state1,*,state1,state0,*,state0,state0,state1,*,state1,state0,state1,state1,state1,state1,state1,*,state0,state0,state1,state0,state1,state0
state1,state1,*,state1,state1,state0,state1,*,state1,state0,*,state1,*,state0,*,state1,state1,state0,state0,state0,state0,*,state1,*,state0,state0,*,state1,state0,state1,state0,state1,state0,state1,state1,state1,*,*,state1,state0,state1,state1,*,state0,*,state0,state1,state1,state1,state0,state1,state1,*,state0,state1
state0,state1,state1,*,state1,state0,state1,*,state1,state1,state0,state1,state0,state0,state0,*,state0,state0,state0,state0,state1,state1,state1,state0,*,*,*,state0,state0,state1,state0,*,state0,*,state0,state1,*,state0,*,state1,state0,state1,state0,state1,state0,state1,state1,state0,state1,state0,state0,state1,state1,state1,state0
state1,state1,state0,state1,state0,*,state0,*,state0,state1,state0,*,state0,state0,state0,state1,*,*,state0,state1,state0,state0,state1,state0,*,state1,state1,state0,state1,*,state0,*,state1,state0,state0,state1,*,state0,state0,state1,state0,state1,state0,*,state0,state0,state1,*,state0,state0,state0,state0,state1,*,*
state0,state0,state1,state0,state1,state0,*,*,*,state1,state1,state1,state0,state0,state0,*,state1,state0,state0,state0,state0,state1,state1,state0,state0,state1,state0,*,state1,state1,*,state1,state0,*,state1,state1,state1,state0,state0,state1,state0,*,*,state1,state0,state1,state1,state1,state0,state0,*,*,*,state1,state0
state1,*,state0,state0,*,state0,state1,state1,state0,state1,state0,state0,state0,state1,*,state1,state1,state0,state0,state1,*,state1,state1,state0,state0,*,state1,state0,*,state0,*,*,state0,state1,state0,state1,state1,*,*,state1,state0,*,state0,*,state1,state1,state1,*,state0,state0,state0,*,state0,state1,state1
state0,state1,state0,state0,*,state0,state0,state0,*,state1,state0,state1,*,state0,state0,state0,*,state0,state0,state1,state0,state1,state1,state1,state1,state1,state1,state0,*,state1,state0,state1,*,state1,*,state1,state1,state1,state0,*,*,state1,state0,state1,state1,state1,state1,state1,*,state1,*,*,state1,state1,*
state1,*,state1,state0,state1,state0,state0,state0,state1,state1,state0,state1,state0,*,state0,*,state1,state1,state0,*,state0,state1,state1,state0,*,*,state0,state0,state1,state1,state0,state1,*,state0,state0,state1,state1,state0,state0,state1,state1,*,state0,*,state1,state0,state1,*,state0,*,state1,state1,state0,state1,*
state0,state1,state1,*,state1,state0,*,state1,state1,state1,state0,state1,state0,state0,*,state1,state0,state1,state0,state1,state0,state1,state1,state0,*,state0,state0,*,state1,state1,state0,state1,state0,state1,*,state0,state1,state1,state0,state1,state0,*,state0,state0,state0,state0,state1,state1,state0,state0,state0,state1,state0,*,state0
state1,state1,state1,*,state1,state1,state1,state0,state1,state1,*,state1,state0,state1,state0,state0,*,state0,state0,*,state1,state1,state1,state1,state0,state1,state0,state0,state1,state0,state0,state1,state0,state1,state1,state1,*,*,state0,state0,state1,state1,*,*,state1,*,state1,*,state1,*,state0,state0,state0,state1,*
state1,state0,*,state1,state1,state0,state1,state1,*,state1,state1,state0,*,*,state1,state1,state1,state1,state0,state0,state0,*,*,state0,*,state1,*,state0,state0,state0,state0,state1,state0,state1,state0,state1,*,state1,state0,state1,state1,state1,state0,state0,*,state0,*,state1,state0,*,state0,state0,*,*,state1
state1,state1,state1,state1,state0,*,state1,state1,*,state1,state0,state0,state0,state1,state0,*,state0,state0,state0,state0,*,state0,*,state0,state0,state0,state1,*,state0,state1,state1,*,state0,state1,state0,state1,state1,*,state0,*,state0,state1,*,state1,state0,state1,state1,state0,state0,state0,state0,state1,state1,*,*
state0,state1,*,*,state1,state0,*,*,state0,state1,state0,state1,*,state0,*,state1,state1,state0,state0,state1,state1,*,state1,state0,state0,state1,state1,state0,*,state1,state1,state1,state1,*,state1,state0,state0,state0,*,state1,state1,state1,state0,*,state1,*,state1,state1,state0,state1,state1,state0,state1,state0,state1
state1,state0,state1,state1,state0,state0,state0,state1,state1,*,*,*,state0,state0,state0,state1,state0,*,state0,state1,state0,state1,state1,state0,state0,state1,*,*,state0,*,state1,*,state0,*,state1,state0,state1,state1,state0,state1,state1,state1,state0,state0,state1,*,state1,state1,state1,state0,state0,*,*,*,state0
state1,state1,state0,state1,state0,state1,state0,state1,state1,state1,*,*,state0,state0,state0,*,state1,state0,state0,state1,*,state1,*,*,state0,state1,state0,state1,state0,*,state1,state1,state0,state1,*,state1,*,state0,*,state1,state1,state1,*,state0,state1,*,state1,state1,state0,state1,state1,state0,state1,state0,state1
state0,state1,state1,*,state1,state0,state1,state0,state0,state1,state1,state0,state0,*,state0,state1,*,state1,state0,state1,state0,state1,state1,state0,state0,state1,state0,state1,state1,state0,*,state1,state0,state1,state0,state1,state1,state0,state0,state1,*,state1,state0,state0,*,state1,state1,state1,state1,*,state0,state0,state0,state1,*
state0,state1,*,state1,*,state1,*,state1,state0,state1,state1,*,state0,state0,state0,*,state1,*,state0,state1,state1,*,state1,state0,state0,state1,*,state1,state0,state1,state0,state0,state0,*,*,state1,state1,state0,state1,state0,state1,state1,state0,*,state1,state1,state0,state1,state0,state0,state0,state0,state0,state1,state1
state1,state0,state0,*,state1,*,*,state1,state0,state1,state1,state1,*,state0,state0,*,*,state0,*,state0,state1,state1,*,state0,state1,state1,state1,state0,*,*,*,state1,state0,*,state0,state1,*,state1,*,state0,state0,state1,state1,state0,state1,state1,state1,state0,state0,*,state0,state0,state1,state0,state0
state1,state1,*,state1,state1,state0,state0,state1,state1,state1,state1,state1,state0,state0,state0,state1,state1,state0,state0,state0,state0,state1,state1,state0,state1,state1,state0,state0,state0,*,state0,*,state0,state1,state0,state1,state0,*,state0,state0,state1,state1,state0,state1,state1,state0,state1,state0,state1,*,*,state0,*,state1,state1
*,state1,state0,state1,state0,state0,state1,state0,*,state1,state1,state1,state0,state0,state0,state0,*,state0,state0,state1,state0,state1,state1,*,state0,state1,state1,state1,state0,state1,*,state1,*,*,state0,state0,state1,state1,state0,state1,state1,state1,*,state0,*,state1,state1,state1,state1,state0,*,state0,state0,state1,*
state1,state1,state1,*,state1,state1,state0,state1,*,state1,*,*,*,*,state0,state1,state0,state0,state0,state1,*,state1,*,state0,state0,*,state0,state0,state0,state0,state1,state1,state0,state0,state1,state0,state1,state0,*,*,state0,*,state0,state1,state1,*,state1,state1,state1,state1,state0,state0,state1,state0,*
state1,state0,state0,*,state1,*,state1,state1,state1,*,state1,state1,state0,state0,state0,state1,*,state0,state0,*,state0,state1,state1,state0,state0,*,state0,state0,state1,state1,state1,*,state0,state1,state0,state1,state1,state0,state0,*,state1,state0,state0,state1,state0,state1,state1,state0,state1,state0,*,state0,state1,state1,state1
*,*,state0,*,*,state0,state1,state1,state1,*,*,state1,state0,state0,state0,*,state1,state1,state0,*,state1,*,state1,state0,state1,*,state0,state0,state1,state1,state1,*,state0,state0,state1,*,state0,state0,state0,state0,state1,state0,state0,*,state0,state0,*,state0,state1,state1,state1,state0,state1,state1,state0
state1,state0,state0,state1,state1,state1,state1,state0,state1,*,state1,state1,*,state0,state0,state1,*,*,state0,*,state0,state1,*,state1,*,*,state1,state1,*,state1,state1,state1,state0,state1,*,*,state0,state0,state0,state1,state0,*,state0,state0,state1,state1,state1,state0,state0,state1,state0,state1,state0,state1,state0
*,state1,state1,state1,state1,state1,state1,state1,*,*,*,state1,state0,state0,state0,*,state1,state0,state0,state1,state1,*,state1,state0,state0,*,state0,state1,state1,state1,state0,state1,*,state1,*,state1,state1,state0,state0,*,*,state1,state0,state0,state1,state0,state0,state1,state0,state0,*,state0,state0,state0,state1
state0,state1,state0,state1,state1,state0,state1,state1,state0,*,state0,state1,state0,state0,*,state0,state0,*,state0,state0,state0,state1,state1,*,state1,state1,state0,state1,state1,*,state1,*,state0,state0,*,state1,state1,*,state0,state0,state0,state0,state0,state1,*,state0,state1,state0,state1,state0,*,*,state1,state1,state1
state0,state1,state0,state1,state1,state0,state1,state1,state1,state1,state1,*,state0,state0,state0,*,*,state0,state0,state1,*,state1,state1,state0,state0,state1,state1,state1,state1,*,state1,state1,state1,state1,state1,*,*,state0,state0,state0,*,state1,state0,state0,*,state1,state1,*,state1,*,state0,state1,state0,state0,state0
state0,state0,state0,state1,*,state1,*,*,state1,*,state0,state0,*,state0,state0,*,state1,state0,state0,state1,state1,state1,state1,state0,*,*,state1,state1,state1,state1,state1,state1,*,*,state1,state0,state1,*,state1,state1,state0,state1,state0,state0,state0,state0,state0,state1,state1,state1,*,state0,*,state1,state1
*,state0,state0,state1,*,state0,state1,state0,state0,state1,state1,state0,*,state0,state1,state0,state1,*,state0,state0,state0,state1,state1,*,state0,state1,state0,state0,state0,state0,state0,state1,*,state1,state1,*,state1,state1,state1,state0,state1,*,state0,state1,state0,state0,state1,state1,*,state1,state1,state0,state0,state1,state1
state1,state1,state1,state0,state1,state0,*,state1,state1,state1,state1,state0,state0,state0,state0,*,state1,state0,state0,*,state1,state1,state1,*,*,state0,state1,state1,state1,state1,state1,state1,state0,state1,state1,*,state1,state1,state0,*,state0,*,state0,state0,state1,state0,state1,state1,state0,state1,*,state1,state0,state1,*
state0,state1,*,state1,*,state0,state0,*,*,*,state1,state1,state0,state0,state0,state1,state0,state0,state0,state1,state0,state1,state0,state0,state0,state1,state0,state1,state0,*,state0,state1,*,state1,state0,state1,*,state0,state0,*,state1,*,state0,*,*,state0,state1,state1,state0,state1,state0,state1,state0,state1,state0
*,state1,state1,state1,state1,*,*,state0,*,*,*,state1,state0,state0,state1,*,state1,*,state0,state1,state1,state1,state1,state0,state0,state1,state0,state0,state0,state0,state0,state1,state0,*,state0,*,state1,*,state0,state1,state0,*,state0,state0,state0,state1,state1,*,state1,state0,state1,state0,state1,state1,state0
*,state1,state0,state1,state0,*,state0,state1,state1,state1,state0,*,state0,*,state0,state0,state0,state0,state0,state1,*,state1,state1,*,state0,*,state1,state1,state0,state0,state0,state1,state1,*,state0,state1,state1,state0,state0,state0,state0,state1,state0,state1,state1,state0,state1,state0,state0,state0,state1,*,state1,state0,state1
state0,*,state1,*,state1,state1,state0,state1,state1,*,state1,state1,state0,state0,state0,state0,*,state0,state0,state0,state0,state1,state1,*,*,state1,*,*,state0,state1,state1,state1,state0,state1,*,*,state1,state1,*,*,state0,state0,*,state1,*,state1,*,state1,state1,state0,state0,state0,state1,state1,state1
state0,state1,state1,*,state1,state0,*,state0,state1,state1,state1,state0,*,state0,state0,state0,state1,state0,state0,state0,state0,state1,state1,state1,state0,state1,state1,state1,*,state1,state1,state1,state1,state1,state0,state1,state1,state0,state0,state0,state0,state1,state1,state0,state1,state1,state1,state0,state0,state0,*,state1,state0,state0,state0
*,state0,state1,state1,state1,state0,*,state1,state1,*,*,*,*,state0,state0,state1,state1,*,state0,state0,state0,*,*,state0,state1,state0,state0,state1,state0,state1,state0,*,state0,*,state1,*,state1,*,state0,*,state0,state0,state0,state0,state0,state0,state1,state1,state0,state1,state1,state0,state0,*,state0
state0,state1,state0,state0,*,state0,state0,state1,*,state1,*,*,*,state0,state0,state1,state0,state0,state0,*,state1,state1,state1,state0,state1,*,state1,state1,state0,state0,*,state1,state0,state1,*,state1,*,state1,state0,state1,state0,state1,state0,state0,state1,state1,state1,*,state1,state1,*,state0,state1,state1,state1
state1,state1,state0,state0,state0,state1,*,*,state0,state1,state0,state1,*,*,state0,state1,state1,state0,state0,state0,state1,state1,state1,state0,state1,state0,state1,state1,state0,*,state0,state1,*,state0,state0,state1,state1,state1,state0,state1,state1,state1,state0,state0,state1,state0,state0,state0,state0,state0,*,*,state1,*,state1
state1,*,state1,state0,state1,state0,state0,state1,state1,state1,state1,state1,state0,state0,state0,*,state1,state0,state0,state0,*,state1,state1,*,state0,state1,state0,state1,state1,state0,state0,state1,state0,state1,state0,state0,state1,state1,state0,state1,state0,state1,*,state1,state1,state0,state1,state1,state0,state1,state0,state1,*,state0,state0
state1,state0,state1,state1,state1,*,state1,state1,state1,*,*,state1,state0,state0,state0,*,state0,state0,state0,state0,state1,state1,state1,state1,state1,state1,state1,*,*,state0,state0,state1,state1,state1,state1,state0,state1,state0,state0,state1,state1,state0,state0,*,state0,*,*,state1,*,state0,state0,state0,state1,state1,*
*,state1,state0,*,state0,state0,state1,state1,*,*,state1,state1,state0,state0,state0,state0,state0,state0,*,state1,*,*,state1,state0,state0,state1,state0,state0,state0,state0,state1,state1,state0,state1,*,state1,state1,state0,state0,state0,state0,state1,state0,state0,state1,state0,state1,state1,state0,state1,state0,*,state0,state1,state1
state0,state1,state0,state1,*,state0,state0,*,state1,state1,state1,state1,state0,state0,*,state0,*,state0,state0,state0,*,*,state1,state0,state0,state1,state0,state0,state0,*,state0,state1,state1,state1,state0,state0,state1,state0,*,state0,state1,state1,state0,state1,state0,state0,state1,state1,state1,*,*,*,state1,state0,state0
state1,*,state0,state1,state0,state0,state0,state1,state1,state1,*,*,state0,*,state0,*,state1,state0,*,state0,state0,state1,state1,state0,state0,*,state0,state1,state0,state0,*,*,state0,state0,state0,state1,*,state0,state0,state1,state1,state1,state0,*,state1,state0,state1,state0,state1,*,*,state1,state1,state0,state0
state1,state0,state0,state1,*,state1,state1,state1,*,state1,state1,state1,state0,state0,state1,state1,state0,state0,state0,state0,state0,state1,state1,state0,state0,*,state0,state1,state1,state1,*,state1,state0,state0,state0,state1,*,state0,state1,*,state1,*,*,state1,state0,state1,state1,*,state1,state1,state0,state1,state0,state1,state1
*,state1,state1,state1,state1,state0,state0,state1,state1,*,*,state1,state0,state0,state0,state1,*,state0,state0,*,state1,state1,*,state0,state0,state1,state1,state1,*,state1,*,state1,*,state1,*,state1,state1,state0,state0,*,*,state1,state0,state0,state0,state0,*,state1,*,state1,*,state1,state0,state1,state0
state1,state1,state0,state0,*,state1,state0,state1,state0,state1,state1,state0,state0,state0,state0,*,*,state0,*,state0,state1,state1,*,state0,state1,state1,state1,*,state0,state1,state0,state1,*,*,state0,state0,state1,state0,state1,state1,state0,state1,state0,state0,state0,*,state1,state1,*,state1,state0,state0,state0,*,state1
*,state1,state1,*,state1,state0,state1,*,state1,state1,state0,state1,state0,state1,state0,state0,state0,*,state0,state0,*,state1,state1,*,state0,state0,state0,state0,state1,state1,state0,*,state0,state1,state1,state1,state1,state1,state1,state1,state1,state1,state0,state1,state1,state1,state1,state0,state0,state0,state1,state0,state1,state0,state1
state0,state1,*,*,state1,state0,*,state1,state0,state1,state0,state0,state1,state0,state0,*,state0,state0,state0,state1,*,*,*,*,state0,state0,*,state1,state0,state1,state0,state1,state0,*,state0,*,state1,state1,*,state1,state0,*,*,state1,state0,*,*,state0,state1,state0,*,state0,state1,state1,state0
state1,state1,state0,*,state1,state1,state0,state1,state1,*,state1,state1,state0,*,state0,state1,state1,state0,state0,state1,state0,state1,state1,state1,state0,*,state1,state0,*,state1,state1,state1,state0,state0,state0,state1,*,state0,state0,state1,state0,*,*,state0,state0,state0,state1,state1,state0,state0,*,state0,state0,state0,state0
state0,*,*,state1,*,state0,state1,state1,state1,state1,state1,*,state0,state0,state0,state1,state1,*,*,*,*,state1,state1,*,state0,state1,*,state0,*,state0,*,state1,state0,state1,state1,state1,state1,state1,state0,state0,state0,*,state0,*,state1,state1,*,state1,state0,state0,state0,state1,*,state1,state1
state1,state1,*,state0,*,state0,state0,state1,state1,*,state1,state1,state0,state0,state1,state0,state0,state0,state0,state1,state0,state1,state1,state0,state0,state1,*,state0,state0,state0,state0,state1,state0,state1,state0,state1,state1,state1,state0,state1,state1,state1,state0,state0,state1,state1,state1,*,state0,state0,*,state0,state1,state1,*
*,*,state1,state1,state1,*,state0,*,state0,state1,state0,state1,state0,*,*,*,state1,state0,state0,state0,state0,state1,state1,*,state0,*,state1,*,state0,*,state0,state1,state0,state1,state1,state1,state1,*,state0,state1,state1,state1,state0,state1,state0,state0,state1,state0,state0,state0,state1,state1,state1,state1,state0
state1,state1,state1,state1,*,state1,state0,state1,state1,state1,state0,state1,state0,state0,state0,state0,state1,state0,*,state0,state1,*,state1,*,*,state1,state0,*,state0,*,state0,state1,state1,state0,state1,*,state0,state0,state0,state1,*,state1,*,state0,state1,state0,state1,state0,state1,state1,state1,state1,state1,state1,state0
state1,state1,state1,state1,*,state1,state0,state1,state1,*,*,state1,state0,state0,state0,state0,state1,state0,state0,state0,state1,*,state1,*,state0,state1,state1,state1,state1,state1,state0,state1,state0,state1,state1,*,state1,state0,*,state1,state1,state1,state0,state0,state1,state0,state1,state1,state0,state0,state0,state0,*,*,state1
state0,state1,state1,state1,state1,state0,state1,state1,state1,state1,state0,state1,state0,state0,state0,state1,state1,state0,state0,state0,state0,*,state1,*,state0,state1,state0,state0,*,state1,state0,state1,state0,state1,state0,state1,*,state1,state0,state1,state0,state1,state0,state0,state1,state0,state1,*,*,state1,*,state0,state1,*,state1
state0,state1,state1,state1,state1,state1,state0,state1,state1,state1,state0,state0,state0,*,state0,state0,state0,state0,state0,state0,state1,state0,state1,state0,state1,state1,*,state1,*,state1,state0,state1,state1,state0,state1,state1,state1,*,state0,state0,state1,state1,state0,state0,state1,*,*,state1,state0,state0,state0,state0,*,state1,state1
state1,state0,state1,state1,state0,state1,state0,*,state1,state1,state1,state1,state0,state0,state0,*,state1,state0,state0,state1,state0,state1,*,state0,state0,state1,state0,state0,state1,state0,state0,state1,state0,state1,state1,state1,state1,state0,state0,*,state1,*,state0,state0,state0,state0,state1,state0,state1,state1,state0,state1,state0,state0,*
state0,state1,state1,state1,state1,*,*,state1,state1,state1,state1,state1,*,state0,*,state1,state0,state0,state0,*,state1,state1,state1,state1,state0,state1,state0,state1,state0,state0,state1,state1,state0,state1,state0,*,state1,state0,*,state1,state0,state1,*,state1,state0,state0,state1,*,state0,state0,state0,*,state1,state1,state1
state1,state0,state1,state1,state1,state0,*,*,state0,*,*,state0,*,*,state0,state1,state1,state0,*,state0,state1,state1,state1,state0,state1,state1,state1,state1,state1,state1,state0,state1,state0,state0,state1,state1,*,state0,state0,state1,state1,state1,state1,*,state0,*,state1,state1,*,*,state0,*,state1,state1,state1
state1,*,state1,*,*,*,state0,state1,state0,state1,state1,state0,state0,state0,state0,state1,*,*,state0,state0,state0,state1,*,*,state0,*,*,state1,state1,state1,*,*,state1,state0,*,state1,state1,*,state0,*,state0,state0,*,state0,state0,state1,state1,*,state1,*,state1,state1,state1,*,state0
state1,state0,state0,state1,state1,state0,state0,state1,state1,state1,*,*,state0,*,state1,state1,state0,*,state0,state0,state0,state1,state1,state0,state0,state1,*,state1,state1,state1,state0,state1,*,state1,state1,state1,*,state1,state0,state0,state1,*,*,state0,state1,*,state1,state1,state1,*,*,*,state1,state1,state1
state1,*,*,*,state1,state0,state0,state1,state0,state1,state0,state1,state0,state0,state0,state0,state1,state0,state0,state1,state1,state1,state1,state0,state0,state1,state0,state1,state0,state1,state0,state1,state0,state1,state0,*,state1,*,*,state1,state0,state1,state0,state0,state0,state0,state1,*,state0,state1,state0,*,state0,*,*
state0,state1,state1,state1,*,*,state1,*,state1,state1,state0,state1,state0,state0,state0,state1,*,state0,state0,state0,*,state1,*,state0,state1,*,state0,state1,state1,state0,state1,state1,state0,state1,*,*,state0,state1,state0,state0,state0,state0,state0,state0,state1,state1,state1,state1,state0,state0,state0,state0,state1,*,state1
state1,state1,*,state1,*,*,state0,state0,state1,state1,state1,state1,state0,state0,*,*,*,*,state0,*,state1,state1,state1,state0,state0,state0,state1,*,state1,state1,state1,state1,state0,state1,*,state1,state1,state1,state1,state0,state1,*,state0,*,state0,state0,state1,state1,state0,state1,state1,state0,*,state0,state1
state0,state1,state1,state0,*,*,*,state1,*,*,state0,state1,state0,state0,state0,state1,state0,state0,state0,state1,*,state1,*,state1,state0,state0,state1,state1,state0,state0,*,*,state0,*,state0,state1,state1,state1,state1,state1,state0,state0,state0,state0,state1,*,state1,*,state1,state1,state0,*,*,state0,state1
state0,state1,state1,state0,state1,state0,state0,state1,state1,state1,state1,*,state0,state0,*,state1,state1,state0,*,state1,state0,state1,state1,state0,state0,*,state0,*,state1,state1,state0,state1,state0,state1,*,state1,*,state0,state0,state0,state0,state1,state1,state0,state1,state1,state1,state1,state1,state1,*,state1,state1,state0,state1
state1,state1,state1,state1,state0,state1,state1,state0,*,state1,state1,state1,state0,*,state0,state1,*,state0,state0,state1,*,state0,state1,state0,state1,state0,*,state0,state1,state1,state1,state1,state0,*,state0,*,state1,state0,state0,state0,state0,state1,state0,state1,state1,state1,state1,state0,state0,*,*,state0,state1,state1,*
state0,state0,*,state0,*,*,*,state1,state1,state1,state0,state0,state0,state0,state0,state1,*,state0,state0,*,state1,state1,state1,state1,*,state1,state1,*,*,state1,state0,state1,*,*,state1,state1,state0,*,state0,state1,state0,state1,*,state1,state1,state0,state1,state0,state0,state1,state0,state0,state1,state1,state1
*,state1,*,state1,*,state0,state1,state0,state0,state1,state0,state1,state0,*,state0,*,state1,state0,*,state0,*,state1,state1,*,state0,state1,state0,state1,state1,*,state1,state1,state1,state0,state0,state1,state1,state1,state0,state1,state1,state1,state0,state1,state0,state1,state1,state1,*,state1,*,state0,*,state1,state0
state0,state0,*,state1,state0,state0,state0,*,state0,state1,state1,*,state0,state0,state0,state1,state1,state0,state0,state1,state0,*,state1,*,state1,state1,state1,state1,state1,state0,state1,state1,state1,state1,state1,state1,*,state0,state0,state0,state0,state0,state0,state0,state1,state0,state1,state1,*,state1,*,state0,state0,state1,state1
state0,*,state1,state1,state1,state0,state0,state0,state0,*,state1,state1,state0,state0,state0,state0,state1,state0,state0,state0,state1,state1,state1,*,*,state0,state0,state1,state0,state1,state0,state1,state0,state0,state0,state0,state1,state1,state1,*,state0,state0,state0,*,state0,state0,state0,*,state0,state1,state0,state1,*,state1,state1
state0,state0,state1,state1,state1,state1,state1,state1,state1,state1,*,*,*,*,state0,state1,state1,state0,*,state0,state0,state1,state1,state0,state0,*,*,state1,state1,*,*,state1,*,*,state0,state1,state1,state0,state0,state1,state0,state0,state0,state1,*,*,state1,*,state0,state0,state0,state0,state0,state1,state1
state0,state1,state1,state1,state1,state1,state0,state1,state0,*,state0,*,state0,state1,state0,state0,*,state0,state0,state0,state1,state1,state1,*,state0,*,state1,state1,state1,state1,*,state1,*,*,state1,state1,state1,state0,state0,*,*,state1,*,state0,state0,state0,state1,state1,state0,state0,state0,state0,state0,state0,state0
*,state0,state0,state1,state0,*,state1,state0,state1,state1,*,state1,*,state0,*,state0,state1,state0,state0,state1,state1,state1,state1,state0,state0,state0,state1,state1,state0,state0,state0,state1,state0,*,*,state1,state0,state1,state0,state1,state1,state0,state0,state0,state0,state0,state1,state1,*,state1,state0,state1,state1,state1,*
state1,*,state1,state1,state1,state0,state0,state1,state1,state1,state0,state1,*,state0,*,state1,state0,state0,*,state0,*,state0,state1,state0,state0,state1,state0,state1,state1,state0,state0,state1,state0,*,*,*,state1,state0,state0,state1,state1,state1,state0,state1,*,state1,*,state1,state0,state1,state0,state0,*,state1,state1
state1,state1,state1,state1,state1,state0,state0,state1,state1,state1,state0,state1,state0,*,state0,state1,state1,state0,state0,state1,*,state1,state1,*,state0,*,state1,*,state1,state0,state1,state1,state0,state1,*,state1,state1,state0,state0,state1,state1,state0,state0,state0,*,state1,state0,*,state0,*,state1,state0,*,state1,state1
state1,state0,state0,state1,state1,state1,state1,state1,*,*,*,state1,state0,*,state0,state1,state1,state0,state0,*,state1,state1,state1,state0,*,state0,state0,state1,state0,state1,state1,state1,state1,state0,state0,state1,state0,state1,state0,state0,state0,*,state0,state0,state1,state1,state1,state1,state1,*,state0,state0,state1,state0,*
state1,state1,state1,state1,*,state0,*,state1,*,state1,state0,state0,state0,state0,state0,state1,state1,state0,*,state0,*,state1,state0,state0,state0,state1,state1,state1,state1,state1,state0,state1,*,state0,state1,state1,state1,state1,*,state0,state0,*,*,*,state0,state1,state1,state1,*,state0,state0,state1,state0,state1,state1
state1,state1,*,state1,state1,state0,state0,state1,state0,state1,state0,*,state0,state0,*,state1,state1,state0,state0,state0,state1,state1,state1,state0,state0,state1,state1,state0,state0,state1,state0,state1,state0,state0,*,state1,state1,state0,state0,state1,*,state1,*,state0,*,state1,state1,state1,state0,*,state1,state0,state0,state1,*
